premises_name,premise_address_1,premise_city,premise_state,premise_zip,clean_name,chain_name,business_type,ollama_category,business_type_final,is_chain
TERIYAKI MADNESS,1100 METROPOLITAN AV,Charlotte,NC,,TERIYAKI MADNESS,,other,asian_chinese,asian_chinese,0
TEXAS ROADHOUSE MATTHEWS,10400 E INDEPENDENCE BV,Charlotte,NC,,TEXAS ROADHOUSE MATTHEWS,,other,bbq,bbq,0
TGI FRIDAY'S #490,6840 NORTHLAKE MALL DR,Charlotte,NC,,TGI FRIDAY S,,other,fast_food_burger,fast_food_burger,0
TGI FRIDAYS #1742,409 W W T HARRIS BV,Charlotte,NC,,TGI FRIDAYS,,other,fast_food_burger,fast_food_burger,0
THAI EMERALD OF HUNTERSVILLE RESTAURANT,10110 NORTHCROSS CENTER CT,Charlotte,NC,,THAI EMERALD OF HUNTERSVILLE RESTAURANT,,asian_other,,asian_other,0
THAI ORCHID,4223 PROVIDENCE RD,Charlotte,NC,,THAI ORCHID,,asian_other,,asian_other,0
THAI TASTE MATTHEWS,131 MATTHEWS STATION ST,Charlotte,NC,,THAI TASTE MATTHEWS,,asian_other,,asian_other,0
THAI TASTE ON EAST,324 EAST BV,Charlotte,NC,,THAI TASTE ON EAST,,asian_other,,asian_other,0
THANH HUONG CAFE,3023 CENTRAL AV,Charlotte,NC,,THANH HUONG CAFE,,coffee_shop,,coffee_shop,0
THANK YOU CAFE,10030 GILEAD RD,Charlotte,NC,,THANK YOU CAFE,,coffee_shop,,coffee_shop,0
THE ARTISANS PALATE,1210 E 36TH ST,Charlotte,NC,,ARTISANS PALATE,,other,other,other,0
THE BODEGA DELI,5600 ALBEMARLE RD,Charlotte,NC,,BODEGA DELI,,fast_food_sandwich,,fast_food_sandwich,0
THE CLUBHOUSE,16715 ORCHARD STONE RN,Charlotte,NC,,CLUBHOUSE,,other,sports_bar,sports_bar,0
THE CLUBHOUSE,2308 CENTRAL AV,Charlotte,NC,,CLUBHOUSE,,other,sports_bar,sports_bar,0
THE CO OP OF CHARLOTTE,340 W TREMONT AV,Charlotte,NC,,OP OF CHARLOTTE,,other,grocery_deli,grocery_deli,0
THE DUMPLING LADY,327 W TREMONT AV,Charlotte,NC,,DUMPLING LADY,,other,asian_chinese,asian_chinese,0
THE EVERYDAY MARKET LOSO,3541 DEWITT LN,Charlotte,NC,,EVERYDAY MARKET LOSO,,grocery_deli,,grocery_deli,0
THE FLOUR SHOP,530 BRANDYWINE RD,Charlotte,NC,,FLOUR SHOP,,other,bakery_cafe,bakery_cafe,0
THE FLYING BISCUIT MATTHEWS,110 MATTHEWS STATION ST,Charlotte,NC,,FLYING BISCUIT MATTHEWS,,other,bakery_cafe,bakery_cafe,0
THE FOUR,16508 NORTHCROSS DR,Charlotte,NC,,FOUR,,other,fast_food_burger,fast_food_burger,0
THE FRESH MARKET #17 DELI,4207 PROVIDENCE RD,Charlotte,NC,,FRESH MARKET DELI,,fast_food_sandwich,,fast_food_sandwich,0
THE GARRISON,314 MAIN ST,Charlotte,NC,,GARRISON,,other,other,other,0
THE GOAL KITCHEN + SPORTS BAR,7801 UNIVERSITY CITY BV,Charlotte,NC,,GOAL KITCHEN SPORTS BAR,,sports_bar,,sports_bar,0
THE GROVE,1043 PROVIDENCE RD,Charlotte,NC,,GROVE,,other,grocery_deli,grocery_deli,0
THE HAMILTON,820 HAMILTON ST,Charlotte,NC,,HAMILTON,,other,bar,bar,0
THE JUICY CRAB,5700 UNIVERSITY POINTE BV,Charlotte,NC,,JUICY CRAB,,seafood,,seafood,0
THE KILTED BUFFALO,1212 CENTRAL AV,Charlotte,NC,,KILTED BUFFALO,,other,fast_food_burger,fast_food_burger,0
THE LIGHTS CAFE,16631 LANCASTER HY,Charlotte,NC,,LIGHTS CAFE,,coffee_shop,,coffee_shop,0
THE OFFICE 2,7804 REA RD,Charlotte,NC,,OFFICE,,other,institutional,institutional,0
THE ONE TAPAS & BAR,3116 WEDDINGTON RD,Charlotte,NC,,ONE TAPAS & BAR,,bar,,bar,0
THE PALISADES COUNTRY CLUB,13704 GRAND PALISADES PY,Charlotte,NC,,PALISADES COUNTRY CLUB,,other,institutional,institutional,0
THE PORTERS HOUSE,7417 WAVERLY WALK AV,Charlotte,NC,,PORTERS HOUSE,,other,other,other,0
THE PUNCH ROOM,201 E TRADE ST,Charlotte,NC,,PUNCH ROOM,,other,sports_bar,sports_bar,0
THE QUEENS TAVERN,5501 JOSH BIRMINGHAM PY,Charlotte,NC,,QUEENS TAVERN,,bar,,bar,0
THE RUSTY ONION PIZZERIA AND POURHOUSE,6654 CARMEL RD,Charlotte,NC,,RUSTY ONION PIZZERIA AND POURHOUSE,,pizza,,pizza,0
THE RYAL AT BALLANTYNE RESORT,10000 BALLANTYNE COMMONS PY,Charlotte,NC,,RYAL AT BALLANTYNE RESORT,,other,institutional,institutional,0
THE SALTY DONUT,1515 S TRYON ST,Charlotte,NC,,SALTY DONUT,,other,bakery_cafe,bakery_cafe,0
THE SPICE GARDEN,7128 ALBEMARLE RD,Charlotte,NC,,SPICE GARDEN,,other,other,other,0
THE WAFFLERY,1020 E 10TH ST,Charlotte,NC,,WAFFLERY,,other,bakery_cafe,bakery_cafe,0
THE WATERMAN FISH BAR,2729 SOUTH BV,Charlotte,NC,,WATERMAN FISH BAR,,bar,,bar,0
THIEN PHU,3023 CENTRAL AV,Charlotte,NC,,THIEN PHU,,other,other,other,0
THIRTY-SEVEN SOL,8724 OUTLETS BV,Charlotte,NC,,THIRTY-SEVEN SOL,,other,other,other,0
THOMAS STREET TAVERN,1218 THOMAS AV,Charlotte,NC,,THOMAS STREET TAVERN,,bar,,bar,0
THOUGHTFUL CUP AT UNCC FRETWELL,9201 UNIVERSITY CITY BV,Charlotte,NC,,THOUGHTFUL CUP AT UNCC FRETWELL,,other,coffee_shop,coffee_shop,0
THOUSAND HILLS LOSO,4015 CRAFT ST,Charlotte,NC,,THOUSAND HILLS LOSO,,other,other,other,0
THREE AMIGOS RESTAURANT,2917 CENTRAL AV,Charlotte,NC,,THREE AMIGOS RESTAURANT,,full_service,,full_service,0
THREE HUNDRED EAST,300 EAST BV,Charlotte,NC,,THREE HUNDRED EAST,,other,other,other,0
TIKKA SHACK UPTOWN,400 S TRYON ST,Charlotte,NC,,TIKKA SHACK UPTOWN,,other,other,other,0
TIMA AFRICAN RESTAURANT,4438 THE PLAZA,Charlotte,NC,,TIMA AFRICAN RESTAURANT,,full_service,,full_service,0
TIMES #50 KRISPY KRUNCHY CHICKEN,14910 N C 73 HY,Charlotte,NC,,TIMES KRISPY KRUNCHY CHICKEN,,fast_food_chicken,,fast_food_chicken,0
TIN CATERING,301 S DAVIDSON ST,Charlotte,NC,,TIN CATERING,,other,institutional,institutional,0
TIN TIN CAFE,3020 DRIWOOD CT,Charlotte,NC,,TIN TIN CAFE,,coffee_shop,,coffee_shop,0
TIPSY BURRO,2711 MONROE RD,Charlotte,NC,,TIPSY BURRO,,other,fast_food_burger,fast_food_burger,0
TOKYO ONE EXPRESS,8634 CAMFIELD ST,Charlotte,NC,,TOKYO ONE EXPRESS,,other,fast_food_chicken,fast_food_chicken,0
TONYS PIZZA,9548 MT HOLLY-HUNTERSVILLE RD,Charlotte,NC,,TONYS PIZZA,,pizza,,pizza,0
TONY`S PIZZA,14027 CONLAN CR,Charlotte,NC,,TONY S PIZZA,,pizza,,pizza,0
TONY`S PIZZA,1530 OVERLAND PARK LN,Charlotte,NC,,TONY S PIZZA,,pizza,,pizza,0
TONY`S PIZZA,1605 GALLERIA BV,Charlotte,NC,,TONY S PIZZA,,pizza,,pizza,0
TOPGOLF CHARLOTTE UNIVERSITY,9110 DRIVERS WY,Charlotte,NC,,TOPGOLF CHARLOTTE UNIVERSITY,,other,sports_bar,sports_bar,0
TOPGOLF,8024 SAVOY CORPORATE DR,Charlotte,NC,,TOPGOLF,,other,sports_bar,sports_bar,0
TOPS CHINA,2127 BEATTIES FORD RD,Charlotte,NC,,TOPS CHINA,,other,asian_chinese,asian_chinese,0
TORA IZAKAYA,6925 UNIVERSITY CITY BV,Charlotte,NC,,TORA IZAKAYA,,other,asian_japanese,asian_japanese,0
TORAL SUSHI & BAR,1213 W MOREHEAD ST,Charlotte,NC,,TORAL SUSHI & BAR,,bar,,bar,0
TORTILLERIA ELIZABETH EASTWAY,3124 EASTWAY DR,Charlotte,NC,,TORTILLERIA ELIZABETH EASTWAY,,other,mexican,mexican,0
TOSCANA RISTORANTE,6401 CARNEGIE BV,Charlotte,NC,,TOSCANA RISTORANTE,,other,other,other,0
TOUS LE JOURS SOUTHPARK,4625 PIEDMONT ROW DR,Charlotte,NC,,TOUS LE JOURS SOUTHPARK,,other,bakery_cafe,bakery_cafe,0
TOUS LE JOURS,2041 SOUTH BV,Charlotte,NC,,TOUS LE JOURS,,other,bakery_cafe,bakery_cafe,0
TOWN BREWING COMPANY,800 GRANDIN RD,Charlotte,NC,,TOWN BREWING COMPANY,,other,coffee_shop,coffee_shop,0
TOYAMA EXPRESS,2130 EAST ARBORS DR,Charlotte,NC,,TOYAMA EXPRESS,,other,fast_food_burger,fast_food_burger,0
TPC PIPER GLEN GRILL AND CAFE,4300 PIPER GLEN DR,Charlotte,NC,,TPC PIPER GLEN GRILL AND CAFE,,coffee_shop,,coffee_shop,0
TRADE RESTAURANT AND BAR,132 E TRADE ST,Charlotte,NC,,TRADE RESTAURANT AND BAR,,bar,,bar,0
"TRADITION GOLF CLUB, THE",3800 PROSPERITY CHURCH RD,Charlotte,NC,,TRADITION GOLF CLUB,,other,other,other,0
TREE TOP CATERING & CAFE,1031 MATTHEWS-MINT HILL RD,Charlotte,NC,,TREE TOP CATERING & CAFE,,coffee_shop,,coffee_shop,0
TREMONT,2000 SOUTH BV,Charlotte,NC,,TREMONT,,other,other,other,0
TRES PESOS,100 W WOODLAWN RD,Charlotte,NC,,TRES PESOS,,other,fast_food_mexican,fast_food_mexican,0
TREVI VIBRANT SENIOR LIVING,11230 TREVI VILLAGE BV,Charlotte,NC,,TREVI VIBRANT SENIOR LIVING,,other,institutional,institutional,0
TRIMURTI TEMPLE DEVASTHANAM,6441 BEATTIES FORD RD,Charlotte,NC,,TRIMURTI TEMPLE DEVASTHANAM,,other,other,other,0
TRIO RESTAURANT,10709 MCMULLEN CREEK PY,Charlotte,NC,,TRIO RESTAURANT,,full_service,,full_service,0
TRIVENI EXPRESS,9539 PINNACLE DR,Charlotte,NC,,TRIVENI EXPRESS,,other,fast_food_burger,fast_food_burger,0
TROLLEY BARN FERMENTORY AND FOOD HALL,2104 SOUTH BV,Charlotte,NC,,TROLLEY BARN FERMENTORY AND FOOD HALL,,bar,,bar,0
TROPICAL BRAZILIAN BAKERY,11100 MONROE RD,Charlotte,NC,,TROPICAL BRAZILIAN BAKERY,,bakery_cafe,,bakery_cafe,0
TROPICAL SMOOTHIE CAFE #NC-101,20130 WEST CATAWBA AV,Charlotte,NC,,TROPICAL SMOOTHIE CAFE NC-,,coffee_shop,,coffee_shop,0
TROPICAL SMOOTHIE CAFE #NC085,2040 FREEMAN PARK DR,Charlotte,NC,,TROPICAL SMOOTHIE CAFE NC085,,coffee_shop,,coffee_shop,0
TROPICAL SMOOTHIE CAFE #NC105,4015 CORNING PL,Charlotte,NC,,TROPICAL SMOOTHIE CAFE NC105,,coffee_shop,,coffee_shop,0
TROPICAL SMOOTHIE CAFE NC 053,2309 MATTHEWS TOWNSHIP PY,Charlotte,NC,,TROPICAL SMOOTHIE CAFE NC,,coffee_shop,,coffee_shop,0
TROPICAL SMOOTHIE CAFE NC041,5349 BALLANTYNE COMMONS PY,Charlotte,NC,,TROPICAL SMOOTHIE CAFE NC041,,coffee_shop,,coffee_shop,0
TROPICAL SMOOTHIE CAFE NC118,14227 BOREN ST,Charlotte,NC,,TROPICAL SMOOTHIE CAFE NC118,,coffee_shop,,coffee_shop,0
TROPICAL SMOOTHIE CAFE,601 S KINGS DR,Charlotte,NC,,TROPICAL SMOOTHIE CAFE,,coffee_shop,,coffee_shop,0
TROPICAL SMOOTHIE CAFE,8948 J M KEYNES DR,Charlotte,NC,,TROPICAL SMOOTHIE CAFE,,coffee_shop,,coffee_shop,0
TROPICAL SMOOTHIE NC56,5815 HIGHLAND SHOPPES DR,Charlotte,NC,,TROPICAL SMOOTHIE NC56,,other,fast_food_mexican,fast_food_mexican,0
TRU BY HILTON CHARLOTTE I-77,6125 NATIONS FORD RD,Charlotte,NC,,TRU BY HILTON CHARLOTTE I-,,other,institutional,institutional,0
TRU BY HILTON CHARLOTTE-ARYSLEY,9233 KINGS PARADE BV,Charlotte,NC,,TRU BY HILTON CHARLOTTE-ARYSLEY,,other,institutional,institutional,0
TRYON HOUSE,130 EASTWAY DR,Charlotte,NC,,TRYON HOUSE,,other,other,other,0
TRYON HOUSE,215 E EXMORE ST,Charlotte,NC,,TRYON HOUSE,,other,other,other,0
TSAOCAA,9715 SAM FURR RD,Charlotte,NC,,TSAOCAA,,other,other,other,0
TSUKI JAPANESE STEAK HOUSE & SUSHI BAR,3429 TORINGDON WY,Charlotte,NC,,TSUKI JAPANESE STEAK HOUSE & SUSHI BAR,,coffee_shop,,coffee_shop,0
TUPELO HONEY CAFE,101 S TRYON ST,Charlotte,NC,,TUPELO HONEY CAFE,,coffee_shop,,coffee_shop,0
UMAMI POKERITO,7510 PINEVILLE-MATTHEWS RD,Charlotte,NC,,UMAMI POKERITO,,other,fast_food_pizza,fast_food_pizza,0
UMAMI SUSHI & GRILL,200 E MATTHEWS ST,Charlotte,NC,,UMAMI SUSHI & GRILL,,asian_japanese,,asian_japanese,0
UNCC MARRIOTT BANQUET KITCHEN,9041 ROBERT D SNYDER RD,Charlotte,NC,,UNCC MARRIOTT BANQUET KITCHEN,,full_service,,full_service,0
UNCC MARRIOTT GOLDEN OWL TAVERN,9041 ROBERT D SNYDER RD,Charlotte,NC,,UNCC MARRIOTT GOLDEN OWL TAVERN,,bar,,bar,0
UNCC S A C/HOSPITALITY KITCH.,9201 UNIVERSITY CITY BV,Charlotte,NC,,UNCC S A C/HOSPITALITY KITCH,,other,institutional,institutional,0
UNCC SOUTH VILLAGE CROSSING DINING FACILITY,9201 UNIVERSITY CITY BV,Charlotte,NC,,UNCC SOUTH VILLAGE CROSSING DINING FACILITY,,other,institutional,institutional,0
UNCLE MADDIO'S PIZZA JOINT,101 S TRYON  ST,Charlotte,NC,,UNCLE MADDIO S PIZZA JOINT,,pizza,,pizza,0
UNCLE MADDIO'S PIZZA JOINT,10109 NORTHCROSS CENTER CT,Charlotte,NC,,UNCLE MADDIO S PIZZA JOINT,,pizza,,pizza,0
UNDERCURRENT COFFEE,2012 COMMONWEALTH AV,Charlotte,NC,,UNDERCURRENT COFFEE,,coffee_shop,,coffee_shop,0
UNITED HOUSE OF PRAYER FOR ALL,2321 BEATTIES FORD RD,Charlotte,NC,,UNITED HOUSE OF PRAYER FOR ALL,,other,other,other,0
UPTOWN YOLK SOUTH END,1220 S TRYON ST,Charlotte,NC,,UPTOWN YOLK SOUTH END,,other,fast_food_burger,fast_food_burger,0
URBAN DISTRICT MARKET,2315 N DAVIDSON ST,Charlotte,NC,,URBAN DISTRICT MARKET,,grocery_deli,,grocery_deli,0
US FRIED CHICKEN,5600 ALBEMARLE RD,Charlotte,NC,,US FRIED CHICKEN,,fast_food_chicken,,fast_food_chicken,0
US FRIED CHICKEN,9605 N TRYON ST,Charlotte,NC,,US FRIED CHICKEN,,fast_food_chicken,,fast_food_chicken,0
US NATIONAL WHITEWATER CENTER RAFT BARN KITCHEN,5000 WHITEWATER CENTER PY,Charlotte,NC,,US NATIONAL WHITEWATER CENTER RAFT BARN KITCHEN,,bar,,bar,0
US NATIONAL WHITEWATER CENTER RESTAURANT,5000 WHITEWATER CENTER PY,Charlotte,NC,,US NATIONAL WHITEWATER CENTER RESTAURANT,,full_service,,full_service,0
VALHALLA PUB & EATERY,317 S CHURCH ST,Charlotte,NC,,VALHALLA PUB & EATERY,,bar,,bar,0
VANGUARD WATER RIDGE,2201 WATER RIDGE PY,Charlotte,NC,,VANGUARD WATER RIDGE,,other,institutional,institutional,0
VANGUARD WATER RIDGE,2605 WATER RIDGE PY,Charlotte,NC,,VANGUARD WATER RIDGE,,other,institutional,institutional,0
VBGB BEER HALL AND GARDEN,920 HAMILTON ST,Charlotte,NC,,VBGB BEER HALL AND GARDEN,,other,bar,bar,0
VELVET TACO SOUTH END,2170 HAWKINS ST,Charlotte,NC,,VELVET TACO SOUTH END,,other,fast_food_mexican,fast_food_mexican,0
VELVET TACO,1601 E WOODLAWN RD,Charlotte,NC,,VELVET TACO,,other,fast_food_mexican,fast_food_mexican,0
VERDE URBAN MEXICAN KITCHEN & CANTINA,9818 GILEAD RD,Charlotte,NC,,VERDE URBAN MEXICAN KITCHEN & CANTINA,,mexican,,mexican,0
VIA ROMA,7416 WAVERLY WALK AV,Charlotte,NC,,VIA ROMA,,other,pizza,pizza,0
VIBE CAFE AND WINE BAR,1315 EAST BV,Charlotte,NC,,VIBE CAFE AND WINE BAR,,coffee_shop,,coffee_shop,0
VICENTE BISTRO,2520 SOUTH BV,Charlotte,NC,,VICENTE BISTRO,,full_service,,full_service,0
VICIOUS BISCUIT ARBORETUM,8200 PROVIDENCE RD,Charlotte,NC,,VICIOUS BISCUIT ARBORETUM,,other,bakery_cafe,bakery_cafe,0
VICTORIA RESTAURANT,5025 N TRYON ST,Charlotte,NC,,VICTORIA RESTAURANT,,full_service,,full_service,0
VIET-THAI,8451 DAVIS LAKE PY,Charlotte,NC,,VIET-THAI,,asian_other,,asian_other,0
VILLAGE ON MOREHEAD,727 E MOREHEAD ST,Charlotte,NC,,VILLAGE ON MOREHEAD,,other,institutional,institutional,0
VILLAGE RESTAURANT,3208 N GRAHAM ST,Charlotte,NC,,VILLAGE RESTAURANT,,full_service,,full_service,0
VIN MASTER,2000 SOUTH BV,Charlotte,NC,,VIN MASTER,,other,other,other,0
"VINTAGE WHISKEY & CIGAR BAR, THE",215 E WORTHINGTON AV,Charlotte,NC,,VINTAGE WHISKEY & CIGAR BAR,,bar,,bar,0
VINTNER WINE MARKET,8128 PROVIDENCE RD,Charlotte,NC,,VINTNER WINE MARKET,,grocery_deli,,grocery_deli,0
VINYL,1440 S TRYON ST,Charlotte,NC,,VINYL,,other,bar,bar,0
VITALITY BOWLS,1414 S TRYON ST,Charlotte,NC,,VITALITY BOWLS,,other,full_service,full_service,0
VIVA CHICKEN OF WAVERLY,11641 WAVERLY CENTER DR,Charlotte,NC,,VIVA CHICKEN OF WAVERLY,,fast_food_chicken,,fast_food_chicken,0
VIVA CHICKEN,12206 COPPER WY,Charlotte,NC,,VIVA CHICKEN,,fast_food_chicken,,fast_food_chicken,0
VIVA CHICKEN,1617 ELIZABETH AV,Charlotte,NC,,VIVA CHICKEN,,fast_food_chicken,,fast_food_chicken,0
VIVA CHICKEN,4500 PARK RD,Charlotte,NC,,VIVA CHICKEN,,fast_food_chicken,,fast_food_chicken,0
VIVA CHICKEN,9121 SAM FURR RD,Charlotte,NC,,VIVA CHICKEN,,fast_food_chicken,,fast_food_chicken,0
WAFFLE HOUSE #1157,8220 PINEVILLE-MATTHEWS RD,Charlotte,NC,,WAFFLE HOUSE,WAFFLE HOUSE,full_service,,full_service,1
WAFFLE HOUSE #1319,8635 HANKINS RD,Charlotte,NC,,WAFFLE HOUSE,WAFFLE HOUSE,full_service,,full_service,1
WAFFLE HOUSE #1675,6637 E INDEPENDENCE BV,Charlotte,NC,,WAFFLE HOUSE,WAFFLE HOUSE,full_service,,full_service,1
WAFFLE HOUSE #2043,2125 W ARROWOOD RD,Charlotte,NC,,WAFFLE HOUSE,WAFFLE HOUSE,full_service,,full_service,1
WAFFLE HOUSE #2336,10910 WOODLAND BEAVER RD,Charlotte,NC,,WAFFLE HOUSE,WAFFLE HOUSE,full_service,,full_service,1
WAFFLE HOUSE #337,103 STETSON DR,Charlotte,NC,,WAFFLE HOUSE,WAFFLE HOUSE,full_service,,full_service,1
WAFFLE HOUSE #449,3309 QUEEN CITY DR,Charlotte,NC,,WAFFLE HOUSE,WAFFLE HOUSE,full_service,,full_service,1
WAFFLE HOUSE #499,501 WESTINGHOUSE BV,Charlotte,NC,,WAFFLE HOUSE,WAFFLE HOUSE,full_service,,full_service,1
WAFFLE HOUSE #61,4739 SOUTH BV,Charlotte,NC,,WAFFLE HOUSE,WAFFLE HOUSE,full_service,,full_service,1
WAFFLE HOUSE #705,6308 BANNER ELK DR,Charlotte,NC,,WAFFLE HOUSE,WAFFLE HOUSE,full_service,,full_service,1
WAFFLE HOUSE,14106 STATESVILLE RD,Charlotte,NC,,WAFFLE HOUSE,WAFFLE HOUSE,full_service,,full_service,1
WAFFLE HOUSE,8512 STEELE CREEK RD,Charlotte,NC,,WAFFLE HOUSE,WAFFLE HOUSE,full_service,,full_service,1
WAKEY WAKEY,1640 SARDIS RD N,Charlotte,NC,,WAKEY WAKEY,,other,fast_food_burger,fast_food_burger,0
WALDHORN RESTAURANT,12101 LANCASTER HY,Charlotte,NC,,WALDHORN RESTAURANT,,full_service,,full_service,0
WALMART SUPERCENTER DELI # 1452 ARBORETUM,3209 PINEVILLE-MATTHEWS RD,Charlotte,NC,,WALMART SUPERCENTER DELI ARBORETUM,,fast_food_sandwich,,fast_food_sandwich,0
WAN FU CHINESE RESTAURANT,10719 KETTERING DR,Charlotte,NC,,WAN FU CHINESE RESTAURANT,,asian_chinese,,asian_chinese,0
WATERBEAN COFFEE QUAIL CORNERS,8428 PARK RD,Charlotte,NC,,WATERBEAN COFFEE QUAIL CORNERS,,coffee_shop,,coffee_shop,0
WATERBEAN COFFEE,1415 VANTAGE PARK DR,Charlotte,NC,,WATERBEAN COFFEE,,coffee_shop,,coffee_shop,0
WATERBEAN COFFEE,19420 JETTON RD,Charlotte,NC,,WATERBEAN COFFEE,,coffee_shop,,coffee_shop,0
WATERBEAN COFFEE,300 S TRYON ST,Charlotte,NC,,WATERBEAN COFFEE,,coffee_shop,,coffee_shop,0
WATERBEAN COFFEE,333 MAIN ST,Charlotte,NC,,WATERBEAN COFFEE,,coffee_shop,,coffee_shop,0
WATERBEAN COFFEE,3607 WHITEHALL PARK DR,Charlotte,NC,,WATERBEAN COFFEE,,coffee_shop,,coffee_shop,0
WATERBEAN COFFEE,428 S MAIN ST,Charlotte,NC,,WATERBEAN COFFEE,,coffee_shop,,coffee_shop,0
WATERBEAN COFFEE,4701 PARK RD,Charlotte,NC,,WATERBEAN COFFEE,,coffee_shop,,coffee_shop,0
WATERBEAN COFFEE,9705 SAM FURR RD,Charlotte,NC,,WATERBEAN COFFEE,,coffee_shop,,coffee_shop,0
WATERBEAN METROPOLITAN,1111 METROPOLITAN AV,Charlotte,NC,,WATERBEAN METROPOLITAN,,other,coffee_shop,coffee_shop,0
WAYBACK BURGERS MINT HILL,7014 TUTOR ST,Charlotte,NC,,WAYBACK BURGERS MINT HILL,,fast_food_burger,,fast_food_burger,0
WENDY'S #18,11145 E INDEPENDENCE BV,Charlotte,NC,,WENDY S,,other,fast_food_burger,fast_food_burger,0
WENDY'S #36,7900 ARROWRIDGE BV,Charlotte,NC,,WENDY S,,other,fast_food_burger,fast_food_burger,0
WENDY'S #56,16055 JOHNSTON RD,Charlotte,NC,,WENDY S,,other,fast_food_burger,fast_food_burger,0
WENDY'S #62,8720 RACHEL FREEMAN WY,Charlotte,NC,,WENDY S,,other,fast_food_burger,fast_food_burger,0
WENDY'S #65,11801 ALBEMARLE RD,Charlotte,NC,,WENDY S,,other,fast_food_burger,fast_food_burger,0
WENDY'S #7,3300 FREEDOM DR,Charlotte,NC,,WENDY S,,other,fast_food_burger,fast_food_burger,0
WENDY'S - CHARLOTTE AIRPORT,5501 JOSH BIRMINGHAM PY,Charlotte,NC,,WENDY S - CHARLOTTE AIRPORT,,other,fast_food_burger,fast_food_burger,0
WENDYS #23,20410 WEST CATAWBA AV,Charlotte,NC,,WENDYS,WENDYS,fast_food_burger,,fast_food_burger,1
WENDYS #47,7712 REA RD,Charlotte,NC,,WENDYS,WENDYS,fast_food_burger,,fast_food_burger,1
WENDYS #4,6500 ALBEMARLE RD,Charlotte,NC,,WENDYS,WENDYS,fast_food_burger,,fast_food_burger,1
WENDYS #50,11640 PROVIDENCE RD,Charlotte,NC,,WENDYS,WENDYS,fast_food_burger,,fast_food_burger,1
WENDYS,14139 STATESVILLE RD,Charlotte,NC,,WENDYS,WENDYS,fast_food_burger,,fast_food_burger,1
WENDY`S #15,10729 PARK RD,Charlotte,NC,,WENDY S,,other,fast_food_burger,fast_food_burger,0
WENDY`S #17,2933 EASTWAY DR,Charlotte,NC,,WENDY S,,other,fast_food_burger,fast_food_burger,0
WENDY`S #22,2801 BOYER ST,Charlotte,NC,,WENDY S,,other,fast_food_burger,fast_food_burger,0
WENDY`S #27,5801 N SHARON AMITY RD,Charlotte,NC,,WENDY S,,other,fast_food_burger,fast_food_burger,0
WENDY`S #29,1801 SARDIS RD N,Charlotte,NC,,WENDY S,,other,fast_food_burger,fast_food_burger,0
WENDY`S #30,3700 W W T HARRIS BV,Charlotte,NC,,WENDY S,,other,fast_food_burger,fast_food_burger,0
WENDY`S #38,3524 MT HOLLY-HUNTERSVILLE RD,Charlotte,NC,,WENDY S,,other,fast_food_burger,fast_food_burger,0
WENDY`S #42,10235 UNIVERSITY CITY BV,Charlotte,NC,,WENDY S,,other,fast_food_burger,fast_food_burger,0
WENDY`S #46,5214 SUNSET RD,Charlotte,NC,,WENDY S,,other,fast_food_burger,fast_food_burger,0
WENDY`S #53,4335 PARK RD,Charlotte,NC,,WENDY S,,other,fast_food_burger,fast_food_burger,0
WENDY`S #60,9905 NORTHLAKE CENTRE PY,Charlotte,NC,,WENDY S,,other,fast_food_burger,fast_food_burger,0
WEST CHARLOTTE HIGH SCHOOL CULINARY ARTS,2219 SENIOR DR,Charlotte,NC,,WEST CHARLOTTE HIGH SCHOOL CULINARY ARTS,,other,institutional,institutional,0
WESTIN MAIN KITCHEN/CHARLOTTES,601 S COLLEGE ST,Charlotte,NC,,WESTIN MAIN KITCHEN/CHARLOTTES,,full_service,,full_service,0
WHICH WICH #257,930 PARK CENTER DR,Charlotte,NC,,WHICH WICH,,other,fast_food_sandwich,fast_food_sandwich,0
WHICH WICH,101 S TRYON ST,Charlotte,NC,,WHICH WICH,,other,fast_food_sandwich,fast_food_sandwich,0
WHICH WICH,14318 RIVERGATE VIEW DR,Charlotte,NC,,WHICH WICH,,other,fast_food_sandwich,fast_food_sandwich,0
WHICH WICH,16620 CRANLYN RD,Charlotte,NC,,WHICH WICH,,other,fast_food_sandwich,fast_food_sandwich,0
WHISKEY WAREHOUSE,1221 THE PLAZA,Charlotte,NC,,WHISKEY WAREHOUSE,,other,bar,bar,0
WHISKY RIVER/ PZA/ STARBUCKS CONCOURSE E,5501 JOSH BIRMINGHAM PY,Charlotte,NC,,WHISKY RIVER/ PZA/ STARBUCKS CONCOURSE E,STARBUCKS,coffee_shop,,coffee_shop,1
WHITE DUCK TACO SHOP MATTHEWS,131 E JOHN ST,Charlotte,NC,,WHITE DUCK TACO SHOP MATTHEWS,,other,fast_food_mexican,fast_food_mexican,0
WHOLE FOODS MARKET #10592 KEI JEI KITCHEN,7221 WAVERLY WALK AV,Charlotte,NC,,WHOLE FOODS MARKET KEI JEI KITCHEN,WHOLE FOODS,grocery_deli,,grocery_deli,1
WHOLE FOODS MARKET #10592 PREPARED FOODS,7221 WAVERLY WALK AV,Charlotte,NC,,WHOLE FOODS MARKET PREPARED FOODS,WHOLE FOODS,grocery_deli,,grocery_deli,1
