premises_name,premise_address_1,premise_city,premise_state,premise_zip,clean_name,chain_name,business_type,business_type_manual,ollama_category,ollama_confidence,ollama_reason,ollama_raw
STAYBRIDGE SUITES CHARLOTTE BALLANTYNE,15735 BRIXHAM HILL AV,Charlotte,NC,,STAYBRIDGE SUITES CHARLOTTE BALLANTYNE,,other,,institutional,1.0,hotel,"{""category"":""institutional"",""confidence"":1.0,""reason"":""hotel""}"
STIR,1422 S TRYON ST,Charlotte,NC,,STIR,,other,,bbq,1.0,,"{""category"":""bbq"",""confidence"":1.0}"
SUFFOLK PUNCH,2911 GRIFFITH ST,Charlotte,NC,,SUFFOLK PUNCH,,other,,other,0.8,No clear indication of food establishment type,"{""category"":""other"",""confidence"":0.8,""reason"":""No clear indication of food establishment type""}"
SUFFOLK PUNCH,4400 SHARON RD,Charlotte,NC,,SUFFOLK PUNCH,,other,,other,1.0,No clear indication of food establishment type,"{""category"":""other"",""confidence"":1.0,""reason"":""No clear indication of food establishment type""}"
SUGAR CREEK BREWING COMPANY,215 SOUTHSIDE DR,Charlotte,NC,,SUGAR CREEK BREWING COMPANY,,other,,bar,1.0,brewery and bar,"{""category"":""bar"",""confidence"":1.0,""reason"":""brewery and bar""}"
SUGAR HANDMADE GOURMET DONUTS,11914 ELM LN,Charlotte,NC,,SUGAR HANDMADE GOURMET DONUTS,,other,,bakery_cafe,1.0,donut shop,"{""category"":""bakery_cafe"",""confidence"":1.0,""reason"":""donut shop""}"
SUMMER HOUSE,5501 JOSH BIRMINGHAM PY,Charlotte,NC,,SUMMER HOUSE,,other,,other,0.8,residential or private venue,"{""category"":""other"",""confidence"":0.8,""reason"":""residential or private venue""}"
SUNFLOUR BAKING COMPANY,2001 E 7TH ST,Charlotte,NC,,SUNFLOUR BAKING COMPANY,,other,,bakery_cafe,0.9,Bakery and cafe focused,"{""category"":""bakery_cafe"",""confidence"":0.9,""reason"":""Bakery and cafe focused""}"
SUNFLOUR BAKING COMPANY,220 EAST BV,Charlotte,NC,,SUNFLOUR BAKING COMPANY,,other,,bakery_cafe,1.0,Bakery,"{""category"":""bakery_cafe"",""confidence"":1.0,""reason"":""Bakery""}"
SUNFLOUR BAKING COMPANY BALLANTYNE,14021 CONLAN CR,Charlotte,NC,,SUNFLOUR BAKING COMPANY BALLANTYNE,,other,,bakery_cafe,1.0,Bakery and cafe focused establishment,"{""category"":""bakery_cafe"",""confidence"":1.0,""reason"":""Bakery and cafe focused establishment""}"
SUNFLOUR BAKING COMPANY NODA,515 JORDAN PL,Charlotte,NC,,SUNFLOUR BAKING COMPANY NODA,,other,,bakery_cafe,1.0,Bakery and cafe focused establishment,"{""category"":""bakery_cafe"",""confidence"":1.0,""reason"":""Bakery and cafe focused establishment""}"
SUNSET HILLS GOLF,800 RADIO RD,Charlotte,NC,,SUNSET HILLS GOLF,,other,,other,0.9,golf course,"{""category"":""other"",""confidence"":0.9,""reason"":""golf course""}"
SUNSET SOULFOOD,5009 BEATTIES FORD RD,Charlotte,NC,,SUNSET SOULFOOD,,other,,fast_food_burger,0.8,Typical fast food burger joint,"{""category"":""fast_food_burger"",""confidence"":0.8,""reason"":""Typical fast food burger joint""}"
SUPER MERCADO EL REY,6300 SOUTH BV,Charlotte,NC,,SUPER MERCADO EL REY,,other,,grocery_deli,1.0,grocery store,"{""category"":""grocery_deli"",""confidence"":1.0,""reason"":""grocery store""}"
SUPERCHIX,7828 REA RD,Charlotte,NC,,SUPERCHIX,,other,,fast_food_chicken,0.9,Chicken focused restaurant name,"{""category"":""fast_food_chicken"",""confidence"":0.9,""reason"":""Chicken focused restaurant name""}"
SUPERICA,101 W WORTHINGTON AV,Charlotte,NC,,SUPERICA,,other,,fast_food_burger,1.0,Typical fast food burger joint,"{""category"":""fast_food_burger"",""confidence"":1.0,""reason"":""Typical fast food burger joint""}"
SUPERICA STAWBERRY  HILL,4223 PROVIDENCE RD,Charlotte,NC,,SUPERICA STAWBERRY HILL,,other,,fast_food_burger,0.9,Typical fast food burger establishment,"{""category"":""fast_food_burger"",""confidence"":0.9,""reason"":""Typical fast food burger establishment""}"
SUPPERCLUB SOUTHEND,3521 DEWITT LN,Charlotte,NC,,SUPPERCLUB SOUTHEND,,other,,full_service,0.8,"Typical supper club features full service, including table service and a menu that is not limited to quick food options.","{""category"":""full_service"",""confidence"":0.8,""reason"":""Typical supper club features full service, including table service and a menu that is not limited to quick food options.""}"
SUPPERLAND,1212 THE PLAZA,Charlotte,NC,,SUPPERLAND,,other,,fast_food_burger,0.8,Typical fast food chain name and location,"{""category"":""fast_food_burger"",""confidence"":0.8,""reason"":""Typical fast food chain name and location""}"
SWEET DREAMS HAVANA,11126 S TRYON ST,Charlotte,NC,,SWEET DREAMS HAVANA,,other,,bar,1.0,Establishment name suggests a bar or nightclub,"{""category"":""bar"",""confidence"":1.0,""reason"":""Establishment name suggests a bar or nightclub""}"
SWEET MAGIC,15025 LANCASTER HY,Charlotte,NC,,SWEET MAGIC,,other,,bakery_cafe,0.8,Establishment name suggests bakery and cafe services,"{""category"":""bakery_cafe"",""confidence"":0.8,""reason"":""Establishment name suggests bakery and cafe services""}"
SWEET PEAS SPECIALTY FOOD STORE,10707 PARK RD,Charlotte,NC,,SWEET PEAS SPECIALTY FOOD STORE,,other,,grocery_deli,1.0,grocery store,"{""category"":""grocery_deli"",""confidence"":1.0,""reason"":""grocery store""}"
SWEETGREEN,101 N TRYON ST,Charlotte,NC,,SWEETGREEN,,other,,coffee_shop,1.0,Specialty coffee shop,"{""category"":""coffee_shop"",""confidence"":1.0,""reason"":""Specialty coffee shop""}"
TACO BOY LOSO,3700 SOUTH BV,Charlotte,NC,,TACO BOY LOSO,,other,,fast_food_mexican,1.0,Taco Boy Loso is a fast food chain serving Mexican-inspired food.,"{""category"":""fast_food_mexican"",""confidence"":1.0,""reason"":""Taco Boy Loso is a fast food chain serving Mexican-inspired food.""}"
TACO MAMA DILWORTH,2452 PARK RD,Charlotte,NC,,TACO MAMA DILWORTH,,other,,fast_food_mexican,1.0,Taco Mama Dilworth is a Mexican fast food establishment,"{""category"":""fast_food_mexican"",""confidence"":1.0,""reason"":""Taco Mama Dilworth is a Mexican fast food establishment""}"
TAIPEI EXPRESS,731 PROVIDENCE RD,Charlotte,NC,,TAIPEI EXPRESS,,other,,fast_food_chicken,0.8,Typical fast food chicken restaurant chain,"{""category"":""fast_food_chicken"",""confidence"":0.8,""reason"":""Typical fast food chicken restaurant chain""}"
TAIPEI SOUTH,10106 JOHNSTON RD,Charlotte,NC,,TAIPEI SOUTH,,other,,institutional,1.0,school,"{""category"":""institutional"",""confidence"":1.0,""reason"":""school""}"
TAP & VINE QUAIL HOLLOW,8410 PARK RD,Charlotte,NC,,TAP & VINE QUAIL HOLLOW,,other,,other,1.0,No clear indication of food establishment type,"{""category"":""other"",""confidence"":1.0,""reason"":""No clear indication of food establishment type""}"
TAP AND VINE,7828 REA RD,Charlotte,NC,,TAP AND VINE,,other,,other,0.9,"No clear indication of food type, may be a bar or restaurant","{""category"":""other"",""confidence"":0.9,""reason"":""No clear indication of food type, may be a bar or restaurant""}"
"TAPROOM, THE",5501 JOSH BIRMINGHAM PY,Charlotte,NC,,TAPROOM,,other,,bar,0.9,Establishment name suggests a bar or pub,"{""category"":""bar"",""confidence"":0.9,""reason"":""Establishment name suggests a bar or pub""}"
TARGET #2132 FOOD AVENUE,12830 WALKER BRANCH DR,Charlotte,NC,,TARGET FOOD AVENUE,,other,,grocery_deli,1.0,Target is a retail store with a deli section,"{""category"":""grocery_deli"",""confidence"":1.0,""reason"":""Target is a retail store with a deli section""}"
TARGET #762,9531 SOUTH BV,Charlotte,NC,,TARGET,,other,,grocery_deli,0.8,Target is a retail chain that operates grocery stores and deli sections,"{""category"":""grocery_deli"",""confidence"":0.8,""reason"":""Target is a retail chain that operates grocery stores and deli sections""}"
TARGET #T-0966 FOOD AVENUE,9801 SAM FURR RD,Charlotte,NC,,TARGET T- FOOD AVENUE,,other,,grocery_deli,0.9,Target is a retail store with a deli section,"{""category"":""grocery_deli"",""confidence"":0.9,""reason"":""Target is a retail store with a deli section""}"
"TASTY BOWL, THE",2900 WESTINGHOUSE BV,Charlotte,NC,,TASTY BOWL,,other,,fast_food_chicken,1.0,Typical fast food chicken establishment,"{""category"":""fast_food_chicken"",""confidence"":1.0,""reason"":""Typical fast food chicken establishment""}"
TATTOOZ AND BOOZ,505 E 6TH ST,Charlotte,NC,,TATTOOZ AND BOOZ,,other,,bar,1.0,contains keywords 'booze' and 'tattoo',"{""category"":""bar"",""confidence"":1.0,""reason"":""contains keywords 'booze' and 'tattoo'""}"
TEN SECONDS,3429 TORINGDON WY,Charlotte,NC,,TEN SECONDS,,other,,other,0.8,"No clear indication of food type, possibly a bar or nightlife establishment","{""category"":""other"",""confidence"":0.8,""reason"":""No clear indication of food type, possibly a bar or nightlife establishment""}"
TENDERS,18341 STATESVILLE RD,Charlotte,NC,,TENDERS,,other,,fast_food_chicken,0.9,Typical fast food chicken restaurant name and location,"{""category"":""fast_food_chicken"",""confidence"":0.9,""reason"":""Typical fast food chicken restaurant name and location""}"
TEQUILERIA,5501 JOSH BIRMINGHAM PY,Charlotte,NC,,TEQUILERIA,,other,,mexican,0.9,Establishment name suggests Mexican origin,"{""category"":""mexican"",""confidence"":0.9,""reason"":""Establishment name suggests Mexican origin""}"
TERIYAKI EXPRESS,7008 E W T HARRIS BV,Charlotte,NC,,TERIYAKI EXPRESS,,other,,other,0.9,TERIYAKI EXPRESS is a fast food restaurant serving Asian cuisine,"{""category"":""fast_food_asian"", ""confidence"":0.9, ""reason"":""TERIYAKI EXPRESS is a fast food restaurant serving Asian cuisine""}"
TERIYAKI EXPRESS II,6434 W SUGAR CREEK RD,Charlotte,NC,,TERIYAKI EXPRESS II,,other,,other,0.9,TERIYAKI EXPRESS II is a fast food establishment serving Asian cuisine,"{""category"":""fast_food_asian"", ""confidence"":0.9, ""reason"":""TERIYAKI EXPRESS II is a fast food establishment serving Asian cuisine""}"
TERIYAKI MADNESS,1100 METROPOLITAN AV,Charlotte,NC,,TERIYAKI MADNESS,,other,,asian_chinese,1.0,"TERIYAKI MADNESS indicates a Japanese-inspired restaurant, which is commonly associated with teriyaki sauce and Chinese-Japanese fusion cuisine.","{""category"":""asian_chinese"",""confidence"":1.0,""reason"":""TERIYAKI MADNESS indicates a Japanese-inspired restaurant, which is commonly associated with teriyaki sauce and Chinese-Japanese fusion cuisine.""}"
TEXAS ROADHOUSE MATTHEWS,10400 E INDEPENDENCE BV,Charlotte,NC,,TEXAS ROADHOUSE MATTHEWS,,other,,bbq,0.8,Texas Roadhouse is a chain of restaurants known for its BBQ-style cuisine and country-themed atmosphere.,"{""category"":""bbq"",""confidence"":0.8,""reason"":""Texas Roadhouse is a chain of restaurants known for its BBQ-style cuisine and country-themed atmosphere.""}"
TGI FRIDAY'S #490,6840 NORTHLAKE MALL DR,Charlotte,NC,,TGI FRIDAY S,,other,,fast_food_burger,1.0,TGI FRIDAY S is a fast food burger chain,"{""category"":""fast_food_burger"",""confidence"":1.0,""reason"":""TGI FRIDAY S is a fast food burger chain""}"
TGI FRIDAYS #1742,409 W W T HARRIS BV,Charlotte,NC,,TGI FRIDAYS,,other,,fast_food_burger,1.0,TGI Fridays is a chain of casual dining restaurants known for their burgers and American-style comfort food.,"{""category"":""fast_food_burger"",""confidence"":1.0,""reason"":""TGI Fridays is a chain of casual dining restaurants known for their burgers and American-style comfort food.""}"
THE ARTISANS PALATE,1210 E 36TH ST,Charlotte,NC,,ARTISANS PALATE,,other,,other,1.0,"Upscale restaurant with a focus on fine dining and culinary arts, but does not fit into any of the provided categories.","{""category"":""other"",""confidence"":1.0,""reason"":""Upscale restaurant with a focus on fine dining and culinary arts, but does not fit into any of the provided categories.""}"
THE CLUBHOUSE,16715 ORCHARD STONE RN,Charlotte,NC,,CLUBHOUSE,,other,,sports_bar,0.8,contains keywords 'clubhouse' and 'sports',"{""category"":""sports_bar"",""confidence"":0.8,""reason"":""contains keywords 'clubhouse' and 'sports'""}"
THE CLUBHOUSE,2308 CENTRAL AV,Charlotte,NC,,CLUBHOUSE,,other,,sports_bar,1.0,The Clubhouse is a sports bar.,"{""category"":""sports_bar"",""confidence"":1.0,""reason"":""The Clubhouse is a sports bar.""}"
THE CO OP OF CHARLOTTE,340 W TREMONT AV,Charlotte,NC,,OP OF CHARLOTTE,,other,,grocery_deli,0.8,"Establishment name suggests cooperative or store, common characteristics of grocery/deli establishments","{""category"":""grocery_deli"",""confidence"":0.8,""reason"":""Establishment name suggests cooperative or store, common characteristics of grocery/deli establishments""}"
THE DUMPLING LADY,327 W TREMONT AV,Charlotte,NC,,DUMPLING LADY,,other,,asian_chinese,0.8,Typical Chinese restaurant name and cuisine,"{""category"":""asian_chinese"",""confidence"":0.8,""reason"":""Typical Chinese restaurant name and cuisine""}"
THE FLOUR SHOP,530 BRANDYWINE RD,Charlotte,NC,,FLOUR SHOP,,other,,bakery_cafe,0.9,Bakery and cafe focused,"{""category"":""bakery_cafe"",""confidence"":0.9,""reason"":""Bakery and cafe focused""}"
THE FLYING BISCUIT MATTHEWS,110 MATTHEWS STATION ST,Charlotte,NC,,FLYING BISCUIT MATTHEWS,,other,,bakery_cafe,0.8,Bakery and cafe features indicated by 'The Flying Biscuit' name,"{""category"":""bakery_cafe"",""confidence"":0.8,""reason"":""Bakery and cafe features indicated by 'The Flying Biscuit' name""}"
THE FOUR,16508 NORTHCROSS DR,Charlotte,NC,,FOUR,,other,,fast_food_burger,1.0,Typical burger joint,"{""category"":""fast_food_burger"",""confidence"":1.0,""reason"":""Typical burger joint""}"
THE GARRISON,314 MAIN ST,Charlotte,NC,,GARRISON,,other,,other,1.0,"No clear indication of food type, likely a bar or pub","{""category"":""other"",""confidence"":1.0,""reason"":""No clear indication of food type, likely a bar or pub""}"
THE GROVE,1043 PROVIDENCE RD,Charlotte,NC,,GROVE,,other,,grocery_deli,0.8,Establishment name suggests grocery or deli focus,"{""category"":""grocery_deli"",""confidence"":0.8,""reason"":""Establishment name suggests grocery or deli focus""}"
THE HAMILTON,820 HAMILTON ST,Charlotte,NC,,HAMILTON,,other,,bar,1.0,"The Hamilton is a bar and restaurant located in Charlotte, NC","{""category"":""bar"",""confidence"":1.0,""reason"":""The Hamilton is a bar and restaurant located in Charlotte, NC""}"
THE KILTED BUFFALO,1212 CENTRAL AV,Charlotte,NC,,KILTED BUFFALO,,other,,fast_food_burger,0.8,Typical fast food establishment with burger options,"{""category"":""fast_food_burger"",""confidence"":0.8,""reason"":""Typical fast food establishment with burger options""}"
THE OFFICE 2,7804 REA RD,Charlotte,NC,,OFFICE,,other,,institutional,1.0,school,"{""category"":""institutional"",""confidence"":1.0,""reason"":""school""}"
THE PALISADES COUNTRY CLUB,13704 GRAND PALISADES PY,Charlotte,NC,,PALISADES COUNTRY CLUB,,other,,institutional,1.0,Country club,"{""category"":""institutional"",""confidence"":1.0,""reason"":""Country club""}"
THE PORTERS HOUSE,7417 WAVERLY WALK AV,Charlotte,NC,,PORTERS HOUSE,,other,,other,0.0,short reason,"{""category"":""other"",""confidence"":0.0,""reason"":""short reason""}"
THE PUNCH ROOM,201 E TRADE ST,Charlotte,NC,,PUNCH ROOM,,other,,sports_bar,1.0,"The Punch Room is a sports bar and restaurant located in Charlotte, NC.","{""category"":""sports_bar"",""confidence"":1.0,""reason"":""The Punch Room is a sports bar and restaurant located in Charlotte, NC.""}"
THE RYAL AT BALLANTYNE RESORT,10000 BALLANTYNE COMMONS PY,Charlotte,NC,,RYAL AT BALLANTYNE RESORT,,other,,institutional,1.0,hotel,"{""category"":""institutional"",""confidence"":1.0,""reason"":""hotel""}"
THE SALTY DONUT,1515 S TRYON ST,Charlotte,NC,,SALTY DONUT,,other,,bakery_cafe,1.0,Donut shop with bakery and cafe features,"{""category"":""bakery_cafe"",""confidence"":1.0,""reason"":""Donut shop with bakery and cafe features""}"
THE SPICE GARDEN,7128 ALBEMARLE RD,Charlotte,NC,,SPICE GARDEN,,other,,other,0.9,Lack of clear indication of cuisine type,"{""category"":""other"",""confidence"":0.9,""reason"":""Lack of clear indication of cuisine type""}"
THE WAFFLERY,1020 E 10TH ST,Charlotte,NC,,WAFFLERY,,other,,bakery_cafe,1.0,The Wafflery is a bakery and cafe serving waffles and other desserts.,"{""category"":""bakery_cafe"",""confidence"":1.0,""reason"":""The Wafflery is a bakery and cafe serving waffles and other desserts.""}"
THIEN PHU,3023 CENTRAL AV,Charlotte,NC,,THIEN PHU,,other,,other,0.0,short reason,"{""category"":""other"",""confidence"":0.0,""reason"":""short reason""}"
THIRTY-SEVEN SOL,8724 OUTLETS BV,Charlotte,NC,,THIRTY-SEVEN SOL,,other,,other,0.0,short reason,"{""category"":""other"",""confidence"":0.0,""reason"":""short reason""}"
THOUGHTFUL CUP AT UNCC FRETWELL,9201 UNIVERSITY CITY BV,Charlotte,NC,,THOUGHTFUL CUP AT UNCC FRETWELL,,other,,coffee_shop,0.8,"Located on a university campus, typical of coffee shops","{""category"":""coffee_shop"",""confidence"":0.8,""reason"":""Located on a university campus, typical of coffee shops""}"
THOUSAND HILLS LOSO,4015 CRAFT ST,Charlotte,NC,,THOUSAND HILLS LOSO,,other,,other,0.8,Restaurant or food establishment not found in database,"{""category"":""other"",""confidence"":0.8,""reason"":""Restaurant or food establishment not found in database""}"
THREE HUNDRED EAST,300 EAST BV,Charlotte,NC,,THREE HUNDRED EAST,,other,,other,1.0,No clear indication of food type,"{""category"":""other"",""confidence"":1.0,""reason"":""No clear indication of food type""}"
TIKKA SHACK UPTOWN,400 S TRYON ST,Charlotte,NC,,TIKKA SHACK UPTOWN,,other,,other,0.8,Typical Indian fast food establishment,"{""category"":""fast_food_indian"", ""confidence"":0.8, ""reason"":""Typical Indian fast food establishment""}"
TIN CATERING,301 S DAVIDSON ST,Charlotte,NC,,TIN CATERING,,other,,institutional,1.0,Catering service for events and functions,"{""category"":""institutional"",""confidence"":1.0,""reason"":""Catering service for events and functions""}"
TIPSY BURRO,2711 MONROE RD,Charlotte,NC,,TIPSY BURRO,,other,,fast_food_burger,0.9,Typical fast food burger establishment,"{""category"":""fast_food_burger"",""confidence"":0.9,""reason"":""Typical fast food burger establishment""}"
TOKYO ONE EXPRESS,8634 CAMFIELD ST,Charlotte,NC,,TOKYO ONE EXPRESS,,other,,fast_food_chicken,0.8,Chicken-focused fast food chain,"{""category"":""fast_food_chicken"",""confidence"":0.8,""reason"":""Chicken-focused fast food chain""}"
TOPGOLF,8024 SAVOY CORPORATE DR,Charlotte,NC,,TOPGOLF,,other,,sports_bar,1.0,entertainment venue with bar and food service,"{""category"":""sports_bar"",""confidence"":1.0,""reason"":""entertainment venue with bar and food service""}"
TOPGOLF CHARLOTTE UNIVERSITY,9110 DRIVERS WY,Charlotte,NC,,TOPGOLF CHARLOTTE UNIVERSITY,,other,,sports_bar,1.0,entertainment venue with bar and food service,"{""category"":""sports_bar"",""confidence"":1.0,""reason"":""entertainment venue with bar and food service""}"
